x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,class
846,157,643,359,742,368,670,597,840,567,well
848,160,645,362,743,367,669,601,847,574,well
846,156,645,366,745,364,666,604,851,577,well
842,155,644,367,743,361,663,605,850,575,well
837,154,645,367,743,360,662,603,849,573,well
837,150,644,367,743,357,654,603,845,571,well
834,151,646,368,743,358,653,602,842,570,well
839,149,643,370,745,357,653,601,841,565,well
841,146,643,372,746,357,649,602,839,565,well
844,146,642,374,747,358,647,604,839,567,well
846,147,637,372,743,360,644,606,835,570,well
852,141,636,370,745,359,641,606,832,570,well
855,141,634,370,743,360,636,607,828,573,well
859,139,633,368,745,358,636,605,828,572,well
863,137,632,368,746,359,632,606,825,574,well
864,137,632,368,745,359,630,607,824,575,well
866,137,631,367,743,358,625,608,821,577,well
871,135,631,367,745,359,622,609,819,578,well
875,132,629,364,743,358,618,607,814,577,well
878,132,627,365,743,359,614,609,812,580,well
884,129,626,361,741,359,611,608,808,581,well
889,127,626,359,742,359,608,606,804,579,well
892,127,625,356,741,360,608,604,801,578,well
896,126,621,357,739,361,607,606,800,580,well
899,125,623,356,740,360,604,605,799,580,well
901,127,621,354,739,363,605,605,797,582,well
907,127,619,352,740,363,602,601,791,579,well
910,129,620,350,740,365,602,599,788,578,well
913,131,622,347,742,366,605,595,786,576,well
913,133,624,343,744,368,612,590,785,572,well
917,135,622,341,744,373,617,591,783,571,well
916,136,624,337,745,376,624,588,781,569,well
916,138,625,335,744,379,627,589,780,569,well
916,136,627,334,745,381,630,589,778,568,well
914,138,631,331,745,384,639,587,776,565,well
909,141,635,328,747,388,653,585,779,563,well
906,145,637,328,747,390,660,586,780,563,well
902,148,637,330,749,391,664,584,780,561,well
900,147,638,331,750,392,666,584,780,561,well
896,148,640,332,752,393,668,583,782,560,well
885,155,641,331,751,392,682,589,800,564,well
877,158,641,334,751,389,689,591,813,566,well
874,156,643,334,752,388,689,587,813,562,well
871,159,644,338,752,386,696,588,824,564,well
869,161,646,342,754,384,699,588,831,563,well
868,161,646,344,756,386,701,587,831,561,well
866,164,648,350,759,386,704,589,838,563,well
864,165,648,353,759,388,705,590,838,564,well
862,167,650,360,761,388,705,592,843,565,well
860,165,652,364,763,387,702,594,846,567,well
860,167,652,368,762,385,698,599,852,573,well
841,177,645,382,769,396,699,625,853,563,well
840,178,644,387,766,396,693,626,853,566,well
849,181,650,392,768,393,692,627,862,570,well
849,184,655,395,770,392,693,627,867,573,well
841,182,649,397,767,393,687,632,861,574,well
844,184,651,401,766,390,680,635,865,581,well
839,183,650,404,766,389,678,638,867,586,well
840,181,652,405,765,387,673,637,866,587,well
839,182,649,406,763,387,670,639,865,590,well
837,182,648,407,762,388,664,640,861,592,well
836,180,646,407,762,388,662,639,858,590,well
834,178,647,406,762,388,662,640,857,592,well
830,174,647,406,760,389,662,640,854,591,well
831,173,646,404,759,391,660,639,850,590,well
852,129,666,399,766,370,659,620,853,597,well
838,171,651,401,760,392,654,636,843,593,well
841,165,651,401,761,390,651,635,842,593,well
844,165,652,398,760,391,648,632,837,592,well
847,161,652,395,759,387,643,630,834,591,well
854,162,656,394,761,387,644,629,836,591,well
858,159,655,390,758,384,639,628,833,592,well
864,157,652,390,758,383,636,627,832,592,well
890,136,665,372,768,369,636,606,833,586,well
892,136,668,371,769,370,637,604,831,585,well
897,134,668,369,771,370,635,602,829,585,well
902,133,668,369,775,369,632,599,828,584,well
905,135,664,367,771,371,632,600,823,585,well
909,134,664,365,772,369,629,598,822,585,well
911,133,660,364,770,369,627,598,820,584,well
916,134,659,359,767,368,624,596,816,585,well
917,133,657,357,768,369,626,594,814,582,well
913,156,648,366,757,377,622,605,809,585,well
918,155,656,362,763,382,635,600,810,578,well
916,157,658,362,764,385,638,601,810,578,well
918,156,658,357,763,388,645,599,807,575,well
919,154,659,354,765,390,651,598,807,572,well
921,153,662,353,769,391,656,591,806,567,well
918,154,664,351,770,394,665,591,806,564,well
915,157,664,353,769,395,665,590,805,563,well
905,161,672,355,772,409,680,589,800,560,well
902,160,672,353,771,407,681,592,802,560,well
904,158,671,351,774,402,685,583,805,554,well
901,158,673,352,774,401,683,582,804,553,well
896,158,674,349,773,399,686,581,806,553,well
893,158,675,350,773,398,684,580,805,553,well
883,159,676,345,779,390,707,587,832,549,well
883,159,678,351,772,398,689,585,811,553,well
874,160,679,345,781,385,719,585,844,541,well
870,161,676,351,778,388,711,588,839,546,well
868,163,677,350,783,381,726,583,855,536,well
864,163,676,352,783,383,724,582,853,534,well
864,163,675,355,783,381,722,586,857,537,well
865,165,674,357,782,379,721,593,864,542,well
862,164,675,362,781,380,715,598,863,546,well
861,164,676,365,781,378,712,599,865,546,well
854,163,673,366,778,378,704,603,860,548,well
848,164,674,370,779,379,704,605,860,550,well
853,153,681,361,770,363,694,582,866,567,well
852,150,680,363,771,361,690,583,866,567,well
845,151,681,359,764,360,690,578,860,561,well
846,154,678,362,766,361,690,580,862,562,well
845,149,674,361,765,360,687,581,859,561,well
845,146,673,360,763,356,681,582,856,560,well
847,144,669,359,760,355,679,580,852,557,well
850,143,667,359,760,356,675,580,847,557,well
848,144,666,358,760,356,672,578,842,555,well
851,141,665,355,758,354,666,576,837,555,well
853,141,665,353,757,353,663,574,833,554,well
857,138,664,354,758,354,660,575,831,555,well
856,138,662,350,755,351,658,572,829,554,well
861,134,663,349,757,350,654,571,826,554,well
863,134,663,346,757,350,653,568,822,552,well
868,130,663,345,759,350,650,567,819,551,well
870,130,661,346,758,350,648,567,817,551,well
872,129,659,344,756,349,647,567,816,551,well
877,128,657,344,757,349,642,567,812,551,well
880,126,656,344,757,349,639,565,809,550,well
883,126,656,342,758,348,641,559,809,548,well
887,126,656,341,759,348,639,555,804,546,well
890,126,658,336,759,348,640,549,801,543,well
891,126,658,332,757,351,645,547,799,542,well
892,127,658,332,757,352,645,547,798,542,well
893,125,659,331,760,353,646,544,796,540,well
893,126,659,329,758,355,648,544,794,541,well
894,128,658,326,756,357,649,544,790,541,well
894,131,658,324,754,361,655,544,789,542,well
871,161,640,349,743,372,660,549,802,531,well
873,161,641,349,745,373,664,549,803,530,well
876,159,641,349,748,374,667,549,805,529,well
881,157,660,329,751,382,686,548,789,542,well
879,158,662,329,751,384,690,545,789,541,well
877,160,668,330,753,388,697,549,792,541,well
873,161,673,331,752,391,703,549,792,541,well
872,161,673,329,754,390,705,552,795,541,well
868,163,675,328,755,386,713,557,809,541,well
864,163,677,332,757,387,714,559,813,542,well
860,165,681,334,760,387,719,560,818,541,well
860,164,680,335,764,382,724,562,831,538,well
853,167,666,348,773,371,721,566,847,518,well
857,166,682,342,773,383,735,570,847,536,well
849,169,666,352,780,374,731,573,857,523,well
849,171,668,357,784,375,734,576,864,526,well
857,174,686,353,780,383,734,579,859,541,well
858,173,687,358,785,383,732,585,864,545,well
863,178,691,363,791,381,733,589,874,549,well
864,178,692,367,791,382,731,592,875,550,well
863,179,694,368,793,381,730,594,877,553,well
870,184,702,372,796,378,731,594,888,558,well
870,183,701,374,798,379,733,596,888,556,well
873,185,706,378,804,376,735,597,898,560,well
877,182,705,379,806,374,735,600,902,563,well
875,185,711,380,809,373,735,599,905,567,well
873,184,711,383,809,374,733,597,900,563,well
872,161,731,388,807,371,731,604,905,572,well
875,159,731,391,809,371,730,606,906,574,well
879,159,733,393,813,371,729,606,907,575,well
885,181,718,395,817,379,730,601,903,569,well
891,180,721,393,820,379,727,600,903,571,well
895,179,722,392,821,380,726,598,899,569,well
899,180,728,385,818,381,723,595,892,570,well
901,180,734,382,818,380,720,595,890,572,well
894,187,718,388,807,387,711,618,882,588,well
899,187,719,389,809,387,709,615,882,586,well
904,186,721,390,812,387,710,613,883,587,well
908,186,720,388,810,387,707,614,882,590,well
911,185,722,391,813,389,706,614,883,590,well
914,186,723,387,812,388,709,610,882,587,well
919,182,728,390,817,386,708,609,885,588,well
940,170,752,377,836,379,716,588,891,575,well
947,168,754,367,837,377,717,584,889,575,well
954,176,760,372,842,372,729,585,914,584,well
961,166,763,389,858,362,741,605,941,584,well
964,167,764,383,853,361,739,602,937,583,well
966,164,769,384,859,361,745,600,942,581,well
967,162,769,380,858,361,749,599,941,580,well
957,184,766,374,848,368,755,596,939,575,well
207,69,343,154,275,188,266,265,301,273,well
207,68,342,153,275,187,266,261,297,270,well
207,67,340,151,271,186,262,260,294,269,well
208,66,339,150,270,186,260,259,292,268,well
209,66,336,150,268,184,260,256,290,267,well
210,65,338,149,270,184,258,259,292,268,well
211,64,338,149,268,181,253,259,292,269,well
212,64,338,148,268,179,250,260,293,269,well
213,63,338,147,268,176,246,259,293,270,well
213,63,337,146,266,173,241,259,293,269,well
213,63,336,147,264,173,241,258,291,269,well
213,63,336,146,263,170,237,258,292,269,well
212,64,336,146,263,169,235,257,291,268,well
213,64,334,147,261,167,229,259,290,269,well
211,65,333,148,258,167,226,261,289,270,well
211,66,331,146,255,165,221,263,288,270,well
212,68,330,147,254,164,219,264,288,270,well
212,70,329,148,253,164,217,265,288,270,well
219,76,328,153,261,166,211,260,292,273,well
220,77,326,154,259,166,209,264,293,274,well
220,76,322,155,257,166,207,267,293,276,well
221,76,320,157,256,166,208,267,294,276,well
223,73,315,159,254,162,203,273,297,279,well
225,72,313,158,253,160,202,274,299,280,well
227,71,309,160,252,160,202,276,301,280,well
228,70,308,162,253,160,204,277,303,280,well
228,70,309,161,253,159,206,275,305,279,well
230,68,309,161,256,158,207,275,308,279,well
231,67,311,162,257,158,210,274,311,280,well
230,68,315,163,258,160,213,273,312,280,well
229,68,318,164,260,159,216,274,317,280,well
229,67,317,164,260,158,219,273,319,279,well
227,67,320,164,261,159,222,273,321,279,well
226,65,318,164,261,158,225,273,324,278,well
225,64,321,164,262,158,227,274,326,278,well
223,63,325,164,262,158,230,275,330,280,well
220,61,326,162,263,157,232,273,330,278,well
215,60,328,160,263,156,234,274,331,276,well
211,62,328,159,263,156,235,273,329,275,well
208,59,328,155,262,153,238,271,330,272,well
204,62,329,155,262,154,240,271,329,271,well
198,61,331,154,261,154,241,269,328,270,well
193,60,332,152,262,155,245,269,327,269,well
192,59,331,151,263,153,247,267,327,266,well
191,61,330,151,264,154,248,267,327,264,well
190,63,329,151,265,157,249,266,325,263,well
188,61,328,149,265,157,249,267,324,263,well
187,62,329,149,264,159,249,266,321,263,well
185,61,328,147,261,161,248,264,314,263,well
182,61,327,144,262,162,249,263,311,262,well
180,61,328,142,262,164,249,263,308,262,well
179,62,327,142,262,166,248,264,306,263,well
179,63,326,142,261,167,248,263,303,262,well
178,62,320,141,258,169,246,264,296,262,well
179,61,319,142,255,172,243,265,291,266,well
179,63,316,141,253,177,241,262,282,265,well
179,64,315,142,251,179,240,263,279,266,well
181,65,314,142,245,183,232,259,264,269,well
182,65,314,143,245,185,230,261,263,270,well
182,66,311,144,241,183,227,260,262,270,well
184,64,313,145,240,179,219,257,263,270,well
185,64,313,146,240,177,218,256,265,269,well
187,66,313,149,241,180,220,257,265,270,well
188,66,315,149,242,175,217,255,268,269,well
189,66,314,151,242,174,212,258,268,271,well
191,66,316,149,244,171,211,257,271,271,well
191,68,316,153,243,175,209,261,270,273,well
196,69,316,153,246,172,207,260,272,272,well
198,70,315,155,246,173,206,262,273,273,well
200,73,313,158,245,174,204,265,274,274,well
201,75,313,158,244,172,201,268,276,275,well
203,73,311,160,242,170,199,270,278,277,well
206,73,309,162,240,172,198,272,278,278,well
205,72,308,163,238,170,197,274,280,279,well
208,71,307,164,238,170,198,274,282,279,well
209,72,306,167,238,171,200,275,284,279,well
209,69,305,166,238,170,200,275,284,279,well
208,69,306,168,238,172,202,275,285,280,well
207,69,305,169,238,172,202,277,286,281,well
207,70,308,172,239,175,203,277,286,281,well
205,69,307,172,238,175,203,279,286,282,well
204,69,306,171,238,174,205,279,287,282,well
202,68,305,169,238,173,205,279,287,281,well
200,68,305,171,237,174,207,280,287,281,well
198,67,306,170,238,174,208,281,288,281,well
196,68,308,170,238,174,208,281,289,281,well
194,68,309,169,239,175,211,281,289,281,well
193,68,307,169,239,174,213,282,291,280,well
191,68,308,169,239,174,214,281,290,279,well
190,69,308,168,239,174,215,281,291,279,well
188,69,309,167,239,174,217,280,291,279,well
186,69,309,166,239,175,218,279,290,278,well
184,68,310,165,239,175,220,280,288,278,well
180,70,311,164,239,176,221,279,288,276,well
180,70,311,163,239,177,222,278,286,276,well
177,71,311,163,240,178,223,277,285,275,well
175,71,312,163,239,178,224,276,285,275,well
173,72,312,162,241,179,225,275,282,273,well
172,73,311,161,240,180,225,274,280,273,well
169,73,313,162,242,183,227,273,278,273,well
168,73,312,162,240,184,225,273,275,274,well
168,75,311,161,240,185,226,271,273,273,well
168,75,309,161,238,186,226,269,270,271,well
168,76,308,161,237,187,224,268,267,272,well
169,77,307,161,234,190,221,266,259,274,well
169,77,307,161,233,191,221,266,258,274,well
167,84,308,159,236,192,217,261,259,271,well
168,85,308,157,235,192,214,260,256,272,well
174,77,305,160,229,193,215,265,251,276,well
176,77,305,159,231,191,217,263,252,273,well
178,77,306,158,232,190,215,262,253,273,well
180,75,306,158,231,188,210,264,254,274,well
181,74,306,158,229,185,204,266,254,276,well
182,75,306,158,230,184,204,264,255,275,well
184,73,306,159,231,183,203,265,256,276,well
184,74,306,160,230,182,200,265,257,276,well
184,73,306,161,228,181,197,268,258,278,well
184,74,306,162,229,179,196,270,261,278,well
188,85,312,163,233,182,193,263,268,282,well
190,86,310,162,233,182,191,264,268,282,well
188,75,304,165,226,179,191,273,261,279,well
189,76,304,166,226,178,191,273,262,278,well
195,89,306,167,232,180,186,268,269,284,well
192,76,299,169,222,175,185,277,264,281,well
193,76,298,170,221,174,183,279,265,282,well
193,77,297,171,219,174,183,280,267,283,well
196,76,294,172,219,173,181,283,269,284,well
197,75,294,173,220,173,183,282,270,285,well
198,75,294,173,220,173,183,283,271,285,well
198,77,293,172,221,172,184,284,273,285,well
199,76,292,172,221,171,184,284,274,284,well
200,75,291,174,220,172,185,284,274,284,well
200,74,290,176,221,174,188,285,274,284,well
202,86,290,176,229,179,192,277,283,290,well
183,65,305,177,236,186,199,279,291,285,well
182,62,303,177,238,186,202,277,291,285,well
181,61,305,176,241,186,203,276,293,286,well
180,62,303,177,242,185,205,276,295,286,well
178,63,304,178,241,185,206,276,296,285,well
179,66,302,177,241,186,205,273,296,285,well
177,69,302,176,240,187,207,273,297,284,well
174,64,300,187,233,189,207,285,294,279,well
172,64,300,186,233,190,208,285,294,280,well
172,65,299,185,234,188,209,282,295,277,well
180,77,290,174,227,179,207,275,283,279,well
178,77,289,172,227,178,209,274,283,276,well
176,78,290,172,227,178,210,273,283,276,well
173,77,291,170,229,177,212,273,282,273,well
172,77,290,169,230,177,214,273,283,273,well
168,78,290,167,230,177,213,273,282,272,well
166,77,290,166,230,178,214,274,280,272,well
165,76,291,165,230,178,215,272,279,271,well
163,76,290,162,230,179,214,271,274,270,well
162,76,290,162,230,180,215,269,272,269,well
161,76,289,161,229,181,215,268,269,268,well
161,75,289,160,228,183,215,267,264,267,well
161,75,289,159,228,183,215,264,262,265,well
161,75,289,158,227,185,215,262,258,265,well
162,75,290,158,227,185,213,262,257,266,well
163,75,289,156,226,188,211,261,249,268,well
164,75,290,157,224,189,208,260,246,269,well
164,76,289,158,221,190,204,260,242,270,well
165,77,288,159,220,190,205,259,244,269,well
167,78,288,159,221,189,206,259,246,269,well
169,78,289,160,221,189,205,258,246,269,well
170,78,290,160,219,185,199,255,246,268,well
172,78,290,161,220,189,203,257,246,269,well
169,72,304,160,232,178,209,246,247,271,well
171,70,304,159,234,179,212,247,249,271,well
169,74,306,159,232,178,203,243,247,270,well
167,73,305,161,230,177,199,246,249,271,well
167,71,306,163,230,176,197,245,252,270,well
166,75,304,165,228,177,196,250,253,270,well
166,73,304,163,230,177,198,248,254,271,well
165,70,305,164,229,176,196,250,256,272,well
166,70,305,166,227,176,195,251,259,270,well
167,67,305,166,227,177,195,253,260,271,well
167,66,305,167,227,176,197,255,262,272,well
169,63,305,168,229,176,198,256,265,273,well
170,60,305,170,230,177,197,257,268,276,well
171,57,303,170,229,176,196,259,270,275,well
173,55,304,171,231,178,196,260,274,277,well
173,56,304,170,232,178,197,263,276,278,well
174,53,304,170,234,178,198,262,279,277,well
175,55,306,169,237,178,201,262,279,278,well
176,52,307,169,240,179,204,264,282,277,well
177,51,308,171,242,178,207,266,285,277,well
179,51,307,170,243,177,210,264,286,275,well
180,51,306,168,244,175,211,262,288,272,well
182,55,305,164,245,175,212,259,287,272,well
183,55,304,164,247,174,214,260,290,271,well
183,57,304,163,248,173,215,258,291,270,well
183,59,303,162,249,172,216,259,292,271,well
183,60,303,162,250,172,217,259,292,272,well
181,60,304,162,249,171,218,257,292,269,well
180,62,304,162,249,171,221,257,293,269,well
179,63,305,161,249,171,223,256,293,267,well
179,67,301,163,247,170,224,253,293,264,well
179,65,301,163,247,171,227,253,293,263,well
178,67,300,163,245,173,228,250,287,263,well
177,67,299,163,245,172,230,249,288,261,well
177,68,299,162,244,172,232,247,284,262,well
177,68,299,161,244,173,234,248,281,264,well
178,69,297,161,243,172,235,247,279,262,well
177,70,296,162,242,172,238,246,278,261,well
178,72,296,159,244,172,238,245,275,262,well
178,73,295,166,238,172,233,252,280,262,well
179,74,294,165,238,172,233,250,277,263,well
180,75,295,154,243,169,239,241,263,260,well
179,77,295,154,240,170,236,240,259,259,well
183,79,294,152,239,170,234,240,253,259,well
182,77,294,153,239,171,232,242,252,260,well
183,78,292,152,239,170,234,242,252,259,well
182,75,293,154,239,172,232,244,249,264,well
180,74,294,153,238,172,226,242,249,263,well
179,73,296,153,238,173,221,242,250,265,well
179,72,294,152,238,173,223,241,249,264,well
177,70,298,154,235,173,211,242,251,266,well
177,72,299,153,236,175,214,239,249,265,well
172,66,300,158,232,174,202,243,253,268,well
172,68,299,158,230,175,199,243,252,268,well
173,68,298,158,229,176,199,243,250,268,well
173,68,296,162,228,177,201,246,251,268,well
174,71,295,163,225,178,198,247,249,268,well
169,61,290,159,223,179,182,251,258,268,well
169,64,289,162,218,179,180,253,258,267,well
179,75,283,147,220,172,182,249,253,277,well
175,77,281,152,219,173,181,251,253,277,well
172,75,281,154,217,175,181,254,254,278,well
170,75,281,158,214,176,180,258,253,278,well
170,76,280,160,212,176,179,257,252,278,well
171,76,275,163,209,175,177,262,255,275,well
170,74,275,166,209,176,178,262,253,277,well
169,73,273,169,210,178,182,262,250,277,well
169,70,271,170,210,179,182,263,249,278,well
179,63,262,164,217,178,171,269,261,280,well
165,67,268,175,209,183,181,264,248,278,well
164,68,267,175,209,186,181,264,248,279,well
167,64,264,183,214,192,178,281,268,278,well
160,66,265,180,210,190,184,269,250,281,well
164,69,263,183,211,192,179,283,268,282,well
163,71,261,184,212,192,181,284,269,282,well
158,58,261,178,216,186,180,271,264,282,well
157,68,262,187,210,192,182,282,267,283,well
155,65,262,186,208,191,183,280,263,283,well
155,69,262,188,206,193,184,281,262,284,well
153,72,262,190,206,193,183,281,265,284,well
150,73,260,189,207,191,184,280,266,283,well
146,69,258,187,209,192,184,270,266,279,well
147,73,261,189,202,192,184,278,265,280,well
144,72,261,188,201,190,184,275,263,279,well
140,75,254,178,202,183,191,279,261,281,well
138,75,253,177,202,183,191,280,259,282,well
140,73,252,176,201,183,192,280,259,282,well
138,73,251,176,200,185,190,281,256,282,well
138,72,248,176,200,184,191,279,256,279,well
137,71,247,176,201,185,194,277,253,277,well
134,70,246,177,201,185,195,276,251,277,well
129,77,233,171,204,182,205,280,246,283,well
133,77,234,166,193,184,167,261,220,275,well
130,82,233,180,188,192,161,269,223,278,well
383,47,196,127,273,142,199,248,290,247,well
384,48,197,128,274,143,200,247,289,247,well
382,50,197,129,272,145,200,248,288,248,well
382,52,198,130,271,147,201,248,286,247,well
381,53,199,128,269,149,203,247,282,246,well
380,54,198,129,268,152,204,247,281,246,well
380,54,198,128,268,153,207,246,279,245,well
378,53,199,125,268,155,211,245,278,242,well
377,54,200,124,268,156,215,244,277,241,well
376,53,201,121,267,157,221,243,274,239,well
375,52,201,118,266,157,221,243,272,238,well
375,49,202,115,266,158,227,245,273,237,well
375,46,201,113,266,157,226,244,272,236,well
374,46,201,112,265,157,223,245,270,237,well
369,47,204,110,268,148,228,242,282,230,well
371,46,203,109,267,147,227,244,283,231,well
369,45,202,110,268,144,226,245,288,232,well
369,45,202,110,267,143,226,246,290,233,well
370,45,202,111,268,141,227,246,294,234,well
371,46,202,112,266,140,224,246,295,234,well
372,47,202,112,265,139,224,247,296,236,well
374,47,201,113,263,138,219,249,296,239,well
376,47,200,114,262,138,215,250,296,240,well
377,49,200,116,261,137,210,251,295,243,well
377,50,200,117,260,137,208,252,295,244,well
378,50,200,117,260,136,205,251,294,244,well
378,51,200,118,260,136,201,251,292,245,well
387,44,197,125,272,140,200,255,295,249,well
380,41,198,126,275,141,206,252,298,252,well
380,42,198,127,275,142,205,252,297,252,well
379,44,198,129,276,143,205,250,295,251,well
379,46,200,130,278,145,206,248,293,250,well
369,55,201,127,267,147,209,246,286,243,well
380,54,204,130,268,151,205,245,282,241,well
380,54,203,130,268,152,205,243,281,240,well
378,54,204,126,265,155,209,243,277,238,well
378,53,204,125,265,155,212,242,276,237,well
376,53,205,123,264,158,218,243,274,235,well
374,53,205,119,264,158,221,242,272,234,well
371,53,208,117,266,158,226,240,271,232,well
371,52,205,118,266,159,224,243,273,234,well
370,53,204,119,267,158,226,243,279,234,well
361,55,203,117,267,149,229,244,289,231,well
361,54,202,116,266,148,229,246,290,232,well
360,52,202,116,265,147,228,248,292,235,well
360,51,201,116,265,145,228,249,295,235,well
361,50,201,116,265,143,227,249,297,237,well
362,48,200,116,265,140,225,248,299,237,well
362,48,200,116,264,139,224,248,299,237,well
364,47,200,117,264,137,219,250,300,240,well
366,46,199,118,264,136,217,250,300,241,well
369,47,200,117,264,135,211,249,298,241,well
370,47,199,118,263,134,209,249,297,242,well
380,43,195,124,274,137,203,250,297,248,well
381,45,194,125,274,138,200,250,294,248,well
383,45,194,125,273,138,198,250,294,248,well
385,45,194,126,273,139,198,250,293,248,well
385,46,195,126,273,140,198,250,292,248,well
385,48,197,128,274,142,198,249,290,248,well
384,49,198,128,273,144,200,249,289,248,well
383,53,197,130,271,146,198,248,286,248,well
383,53,199,131,270,150,202,249,284,247,well
382,54,199,129,270,151,204,247,282,246,well
381,56,198,131,270,153,206,245,281,245,well
379,55,200,126,269,155,211,244,278,243,well
377,55,200,124,268,156,214,244,277,242,well
377,54,201,123,268,157,217,243,276,240,well
375,52,201,119,267,157,220,243,273,238,well
375,50,203,116,267,159,227,244,273,237,well
375,47,202,115,267,158,226,245,273,237,well
373,47,202,113,266,157,224,244,270,237,well
369,49,204,112,268,150,227,242,278,230,well
370,46,203,110,268,147,228,244,283,231,well
370,46,202,110,267,145,226,246,288,233,well
369,46,203,110,268,143,226,246,290,233,well
370,46,202,111,267,141,227,246,294,234,well
371,46,202,111,267,140,225,246,294,234,well
371,47,202,112,265,139,224,247,296,236,well
372,47,201,112,264,139,222,247,297,237,well
376,48,200,114,262,138,216,250,296,240,well
376,49,200,115,261,137,213,251,296,242,well
376,50,200,116,260,136,208,252,295,244,well
377,50,200,116,260,136,205,251,294,245,well
377,51,200,118,260,136,203,251,293,245,well
388,44,196,124,272,140,199,255,295,249,well
